defect_id,defect_type,material_grade,product_id,date,dataset
4757,1060,Grade 1,9580,2021-01-09,Training
418,1000,Grade 1,7263,2021-01-24,Training
946,1151,Grade KP,3405,2021-01-04,Training
806,1098,Grade A,7204,2021-01-23,Training
2770,1099,,6335,2020-12-17,Training
3132,1078,Grade 1,25846,2021-01-18,Training
4066,1030,Grade B1,8867,2021-01-07,Training
256,1041,,11076,2021-01-05,Training
6624,1000,Grade 1P,18433,2020-12-24,Test
2240,1099,Grade 1P,8624,2020-12-01,Training
652,1041,Grade 1,16864,2020-12-10,Training
1772,1171,Grade 2,9346,2020-12-04,Training
4579,1052,Grade 2,3719,2021-01-27,Training
3119,1078,Grade 1,5242,2021-01-18,Training
4770,1060,Grade 1,9580,2021-01-09,Training
3697,1077,Grade 2P,12832,2020-12-23,Training
4421,1171,Grade 1P,2785,2021-01-27,Training
24,1099,Grade 1,6734,2020-12-25,Training
1093,1099,Grade 1P,2272,2021-01-19,Training
6519,1030,Grade 1P,8574,2021-01-07,Test
2714,1053,Grade B1,12935,2020-12-29,Training
4678,1041,Grade 2,6838,2020-12-15,Training
112,1098,Grade 2,4710,2020-12-17,Training
2861,1072,,328,2020-12-18,Training
2331,1072,Grade 2P,7273,2021-01-03,Training
6652,1171,Grade 2,9346,2020-12-04,Test
56,1086,Grade 2,15429,2020-12-01,Training
1314,1030,Grade 1P,8574,2021-01-07,Training
700,1079,Grade K1,10954,2021-01-15,Training
5570,1041,Grade 2,2051,2020-12-24,Test
1232,1077,Grade 2P,18371,2020-12-23,Training
2004,1041,Grade B1,5072,2020-12-25,Training
278,1099,,11601,2021-01-05,Training
3321,1072,Grade 2,1123,2020-12-26,Training
3611,1098,Grade AP,2149,2020-12-31,Training
1838,1171,Grade 2,134,2020-12-04,Training
6389,1098,Grade A,3851,2021-01-23,Test
687,1041,Grade 2,313,2020-12-24,Training
6465,1000,Grade 2P,20220,2020-12-01,Test
4831,1045,Grade B1,8753,2020-12-16,Training
3561,1078,Grade 1P,7653,2020-12-19,Training
1142,1041,Grade AP,12734,2020-12-31,Training
2787,1099,Grade 1P,3905,2021-01-23,Training
6609,1045,Grade 1P,450,2020-12-24,Test
5949,1041,Grade 2,10688,2020-12-15,Test
3727,1078,Grade 2P,13164,2020-12-23,Training
1041,1041,Grade 2P,12655,2020-12-19,Training
3306,1072,Grade 2,1123,2020-12-26,Training
5438,1099,Grade 1,4920,2021-01-06,Test
1351,1030,Grade 1P,6777,2021-01-07,Training
3560,1078,Grade 1P,7653,2020-12-19,Training
3657,1060,Grade 1,15660,2020-12-25,Training
2804,1078,Grade 1P,2252,2021-01-14,Training
3490,1084,Grade 2,7079,2021-01-23,Training
2404,1078,Grade 1P,3608,2020-12-24,Training
3044,1001,Grade 1,1685,2021-01-06,Training
115,1098,Grade 2,4710,2020-12-17,Training
4656,1058,Grade 2,3357,2021-01-27,Training
6719,1041,Grade 1P,3516,2020-12-25,Test
5993,1060,Grade 1,9580,2021-01-09,Test
3259,1052,Grade 1,5034,2020-12-26,Training
4936,1045,Grade 1P,5439,2020-12-24,Training
2839,1019,,616,2020-12-18,Training
3396,1078,Grade 2,9587,2020-12-10,Training
4470,1171,Grade 1P,6020,2021-01-27,Training
5614,1098,Grade 1P,17778,2021-01-06,Test
5549,1078,Grade 2,9587,2020-12-10,Test
81,1086,Grade 2,15429,2020-12-01,Training
3077,1151,Grade 1,1644,2021-01-06,Training
1977,1041,Grade 1P,3516,2020-12-25,Training
1719,1171,Grade 2,2913,2020-12-04,Training
4289,1151,Grade 1,1407,2020-12-31,Training
5064,1078,Grade 2P,8599,2020-12-01,Training
5641,1077,Grade 2P,297,2020-12-23,Test
4313,1052,Grade 1P,17203,2020-12-04,Training
1951,1079,Grade 2,17773,2021-01-23,Training
4097,1030,Grade B1,8369,2021-01-07,Training
4493,1171,Grade 1P,6020,2021-01-27,Training
4686,1041,Grade 2,10629,2020-12-15,Training
1615,1000,Grade 1P,14536,2020-12-24,Training
4001,1060,Grade B1,2117,2021-01-07,Training
5785,1077,Grade 1P,9184,2020-12-31,Test
3126,1078,Grade 1,25846,2021-01-18,Training
4005,1078,,13081,2021-01-07,Training
6597,1099,Grade B1,12779,2021-01-18,Test
3608,1041,Grade AP,3009,2020-12-31,Training
6235,1045,Grade 1,210,2020-12-23,Test
3717,1078,Grade 2P,297,2020-12-23,Training
670,1041,Grade 1,9116,2020-12-10,Training
2199,1052,Grade 2,3692,2021-01-08,Training
4373,1052,Grade B1,3127,2020-12-04,Training
5736,1078,,13081,2021-01-07,Test
1022,1151,Grade KP,3405,2021-01-04,Training
562,1151,Grade 1P,2720,2020-12-16,Training
4404,1171,Grade 1P,2785,2021-01-27,Training
4169,1077,Grade 1P,19831,2020-12-31,Training
1212,1084,Grade 2P,8990,2020-12-25,Training
5061,1078,Grade 2P,4011,2020-12-01,Training
3741,1078,Grade 2P,3263,2020-12-23,Training
1515,1098,Grade AP,6847,2020-12-13,Training
3331,1072,Grade 2,1123,2020-12-26,Training
4351,1052,Grade B1,3127,2020-12-04,Training
6403,1151,Grade KP,3405,2021-01-04,Test
4554,1171,Grade 2,7613,2021-01-27,Training
266,1041,,2289,2021-01-05,Training
4361,1052,Grade B1,3127,2020-12-04,Training
4131,1077,Grade 1P,9184,2020-12-31,Training
2116,1052,Grade 2,1266,2021-01-08,Training
5632,1060,Grade 1,15660,2020-12-25,Test
1914,1151,Grade 2,6430,2021-01-23,Training
3841,1060,Grade W1,1730,2021-01-22,Training
5751,1030,Grade B1,4744,2021-01-07,Test
661,1041,Grade 1,16864,2020-12-10,Training
4495,1171,Grade 1P,6020,2021-01-27,Training
4937,1045,Grade 1P,5439,2020-12-24,Training
5287,1086,Grade 2,9822,2020-12-01,Test
1003,1151,Grade KP,3405,2021-01-04,Training
3970,1060,Grade B1,6131,2021-01-07,Training
2854,1072,,328,2020-12-18,Training
2829,1078,Grade 1P,10010,2021-01-14,Training
1789,1171,Grade 2,134,2020-12-04,Training
1242,1151,Grade 2P,13540,2020-12-23,Training
5617,1041,Grade AP,16453,2020-12-31,Test
5712,1060,Grade B1,6131,2021-01-07,Test
5268,1072,Grade 2P,10809,2021-01-21,Test
4442,1171,Grade 2P,18070,2021-01-27,Training
5476,1078,Grade 1,8888,2020-12-16,Test
6666,1171,Grade 2,134,2020-12-04,Test
2191,1052,Grade 2,3692,2021-01-08,Training
2933,1019,Grade 2,3046,2021-01-24,Training
1139,1041,Grade AP,5223,2020-12-31,Training
913,1098,Grade A,1471,2021-01-23,Training
4405,1171,Grade 1P,2785,2021-01-27,Training
1308,1030,Grade 1P,8574,2021-01-07,Training
6303,1041,Grade 1,16864,2020-12-10,Test
1632,1000,Grade 1P,14536,2020-12-24,Training
1527,1098,Grade AP,6847,2020-12-13,Training
840,1098,Grade A,3851,2021-01-23,Training
363,1099,Grade 2,13550,2021-01-24,Training
138,1053,Grade B1,3979,2020-12-29,Training
304,1099,,1112,2021-01-05,Training
1561,1099,Grade 1P,17145,2021-01-18,Training
1008,1151,Grade KP,3405,2021-01-04,Training
387,1098,Grade 1,12287,2021-01-24,Training
4609,1058,Grade 2,3357,2021-01-27,Training
3937,1060,Grade B1,6131,2021-01-07,Training
766,1086,Grade 2,7339,2021-01-23,Training
3788,1041,Grade B1,19337,2021-01-23,Training
4847,1045,Grade B1,8753,2020-12-16,Training
3664,1060,Grade 1,15660,2020-12-25,Training
3862,1030,Grade 1P,8574,2021-01-07,Training
6498,1079,Grade 1P,10789,2020-12-19,Test
5721,1060,Grade B1,6131,2021-01-07,Test
4593,1052,Grade 2,3719,2021-01-27,Training
1407,1019,Grade 2,3958,2020-12-15,Training
3761,1098,Grade AP,2149,2020-12-23,Training
5787,1077,Grade 1P,9184,2020-12-31,Test
2741,1053,Grade W1P,17860,2020-12-29,Training
1937,1079,Grade 2,17773,2021-01-23,Training
3961,1060,Grade B1,6131,2021-01-07,Training
6106,1098,Grade 2,4710,2020-12-17,Test
3597,1041,Grade AP,803,2020-12-31,Training
5359,1019,,17656,2020-12-18,Test
3111,1078,Grade 1,5242,2021-01-18,Training
5988,1060,Grade 1,9580,2021-01-09,Test
5822,1151,Grade 1,1407,2020-12-31,Test
5171,1052,Grade 2,3692,2021-01-08,Test
2705,1098,Grade 2,4710,2020-12-17,Training
5469,1078,Grade 1,3423,2021-01-18,Test
58,1086,Grade 2,15429,2020-12-01,Training
76,1086,Grade 2,15429,2020-12-01,Training
801,1098,Grade A,7204,2021-01-23,Training
2436,1078,Grade 2P,2767,2020-12-24,Training
4474,1171,Grade 1P,6020,2021-01-27,Training
4884,1098,Grade P1,9043,2020-12-01,Training
790,1098,Grade A,7204,2021-01-23,Training
3598,1041,Grade AP,803,2020-12-31,Training
6576,1079,Grade 1P,15671,2020-12-13,Test
3214,1078,Grade 1,16361,2020-12-16,Training
3162,1078,Grade 1,8888,2020-12-16,Training
5258,1078,Grade 2P,7408,2020-12-24,Test
2222,1052,Grade 2,3692,2021-01-08,Training
5156,1052,Grade 2,3692,2021-01-08,Test
6057,1045,Grade 1P,1880,2020-12-24,Test
4821,1098,Grade 2,13826,2021-01-02,Training
3421,1041,Grade 2,1446,2020-12-10,Training
4134,1077,Grade 1P,9184,2020-12-31,Training
5192,1099,Grade 1P,8624,2020-12-01,Test
915,1098,Grade A,1471,2021-01-23,Training
2177,1052,Grade 2,3692,2021-01-08,Training
1855,1041,Grade WP,591,2021-01-04,Training
2329,1072,Grade 2P,7273,2021-01-03,Training
6323,1098,Grade 2,10789,2021-01-23,Test
1262,1151,Grade 2P,2449,2020-12-23,Training
2515,1052,Grade B1,16315,2020-12-18,Training
5074,1078,Grade 2P,5002,2020-12-01,Training
4284,1151,Grade 1,1407,2020-12-31,Training
1183,1077,Grade 1P,718,2020-12-25,Training
5510,1052,Grade 1,6865,2020-12-26,Test
5518,1052,Grade 1,6865,2020-12-26,Test
447,1041,Grade 1,11694,2021-01-15,Training
1404,1041,Grade 2,12873,2020-12-15,Training
4026,1078,,13081,2021-01-07,Training
3718,1078,Grade 2P,297,2020-12-23,Training
4075,1077,Grade 1P,5157,2021-01-07,Training
4071,1077,Grade 1P,5157,2021-01-07,Training
6437,1151,Grade 1P,12805,2021-01-13,Test
1059,1151,Grade 1P,5377,2021-01-13,Training
3332,1072,Grade 2,1123,2020-12-26,Training
5157,1052,Grade 2,3692,2021-01-08,Test
4630,1058,Grade 2,3357,2021-01-27,Training
1420,1098,Grade AP,7732,2021-01-23,Training
2392,1151,Grade 2,17915,2021-01-11,Training
4722,1041,Grade 2,7713,2020-12-15,Training
4320,1052,Grade 1P,17203,2020-12-04,Training
3585,1098,Grade 1P,17778,2021-01-06,Training
3470,1078,Grade 1,860,2021-01-23,Training
4339,1052,Grade B1,2368,2020-12-04,Training
4685,1041,Grade 2,10629,2020-12-15,Training
1507,1098,Grade AP,6847,2020-12-13,Training
5433,1078,Grade 1,3974,2021-01-06,Test
3852,1030,Grade 1P,8574,2021-01-07,Training
4431,1171,Grade 1P,2785,2021-01-27,Training
2016,1041,Grade B1,5072,2020-12-25,Training
5407,1045,Grade 1,5912,2021-01-17,Test
4149,1077,Grade 1P,9184,2020-12-31,Training
6482,1098,Grade KP,16467,2020-12-10,Test
6510,1030,Grade 1P,8574,2021-01-07,Test
3320,1072,Grade 2,1123,2020-12-26,Training
5441,1151,Grade 1,7826,2021-01-06,Test
5085,1030,Grade 1,1548,2020-12-25,Training
4213,1151,Grade 1,1407,2020-12-31,Training
4433,1171,Grade 1P,2785,2021-01-27,Training
6,1072,Grade 2P,7273,2021-01-03,Training
3033,1078,Grade 1,8320,2020-12-23,Training
2507,1072,Grade 2P,16191,2021-01-21,Training
683,1079,Grade WP,6823,2020-12-22,Training
1948,1079,Grade 2,17773,2021-01-23,Training
5079,1078,Grade 2P,5002,2020-12-01,Training
6217,1000,Grade 1,9759,2021-01-13,Test
4107,1030,Grade 1P,222,2020-12-31,Training
5164,1052,Grade 2,3692,2021-01-08,Test
4389,1171,Grade 1P,2785,2021-01-27,Training
2627,1086,Grade 2,3082,2020-12-01,Training
6153,1099,Grade 2,41,2021-01-10,Test
4362,1052,Grade B1,3127,2020-12-04,Training
6213,1041,Grade 1,285,2021-01-24,Test
3631,1041,Grade 2P,260,2020-12-04,Training
1069,1079,Grade 1P,5377,2021-01-13,Training
2914,1045,Grade 2,11694,2021-01-27,Training
4396,1171,Grade 1P,2785,2021-01-27,Training
4376,1045,Grade B1,3196,2020-12-04,Training
2247,1099,Grade 1P,8624,2020-12-01,Training
1479,1079,Grade 1P,15671,2020-12-13,Training
5452,1098,Grade 1,70,2020-12-26,Test
1894,1151,Grade 2,290,2020-12-01,Training
5388,1001,Grade 2,4900,2021-01-24,Test
1058,1151,Grade 1P,10614,2021-01-13,Training
2026,1041,Grade B1,5072,2020-12-25,Training
5296,1086,Grade 2,3082,2020-12-01,Test
4761,1060,Grade 1,9580,2021-01-09,Training
2678,1060,Grade 1,3335,2021-01-26,Training
2487,1072,Grade 2P,10809,2021-01-21,Training
4597,1052,Grade 2,3719,2021-01-27,Training
1135,1041,Grade AP,16453,2020-12-31,Training
1466,1098,Grade 2,13826,2021-01-02,Training
3892,1030,Grade 1P,2084,2021-01-07,Training
6114,1099,,6335,2020-12-17,Test
4086,1077,Grade 1P,5157,2021-01-07,Training
6173,1079,,11066,2021-01-05,Test
3009,1078,Grade 1,2599,2020-12-23,Training
222,1099,Grade 2,41,2021-01-10,Training
6260,1052,Grade 1,4895,2021-01-11,Test
48,1098,Grade P1,4276,2020-12-07,Training
578,1151,Grade 1,16453,2020-12-17,Training
1241,1151,Grade 2P,13540,2020-12-23,Training
5957,1041,Grade 2,1300,2020-12-15,Test
3089,1151,Grade 1,18312,2021-01-20,Training
6665,1171,Grade 2,134,2020-12-04,Test
6051,1045,Grade 1P,127,2020-12-24,Test
2287,1099,Grade 1P,8624,2020-12-01,Training
5937,1058,Grade 2,3357,2021-01-27,Test
267,1041,,2289,2021-01-05,Training
1109,1098,Grade 1P,17778,2021-01-06,Training
2325,1072,Grade 2P,7273,2021-01-03,Training
5814,1151,Grade 1,1407,2020-12-31,Test
1940,1079,Grade 2,17773,2021-01-23,Training
391,1079,Grade 1,11288,2021-01-24,Training
1706,1171,Grade 2,2913,2020-12-04,Training
1633,1000,Grade 1P,14536,2020-12-24,Training
6291,1084,Grade 1,8301,2020-12-05,Test
2734,1053,Grade W1P,21664,2020-12-29,Training
6618,1000,Grade 1P,14536,2020-12-24,Test
4749,1060,Grade 1,9580,2021-01-09,Training
6025,1098,Grade 1P,22328,2020-12-03,Test
1568,1099,Grade B1,3727,2021-01-18,Training
2780,1099,Grade 1P,3905,2021-01-23,Training
3245,1052,Grade 1,5034,2020-12-26,Training
5242,1078,Grade 2P,969,2020-12-24,Test
209,1039,Grade 1P,5896,2021-01-14,Training
914,1098,Grade A,1471,2021-01-23,Training
1294,1030,Grade 1P,8574,2021-01-07,Training
5082,1030,Grade 1,1548,2020-12-25,Training
1871,1030,Grade 1P,282,2020-12-01,Training
1847,1053,Grade W1,8074,2020-12-14,Training
2517,1052,Grade 1,6078,2020-12-18,Training
5525,1072,Grade 2,1123,2020-12-26,Test
104,1098,Grade 2,4710,2020-12-17,Training
963,1151,Grade KP,3405,2021-01-04,Training
1798,1171,Grade 2,134,2020-12-04,Training
2093,1052,Grade 2,6702,2021-01-08,Training
2722,1053,Grade B1,6008,2020-12-29,Training
336,1072,Grade B1,20544,2020-12-15,Training
4115,1030,Grade B1,8796,2020-12-31,Training
5687,1078,Grade KP,206,2020-12-07,Test
3706,1077,Grade 2P,297,2020-12-23,Training
2479,1078,Grade 2P,7408,2020-12-24,Training
1779,1171,Grade 2,9346,2020-12-04,Training
4695,1041,Grade 2,1300,2020-12-15,Training
4148,1077,Grade 1P,9184,2020-12-31,Training
4363,1052,Grade B1,3127,2020-12-04,Training
3987,1060,Grade B1,6131,2021-01-07,Training
5478,1078,Grade 1,8888,2020-12-16,Test
6509,1030,Grade 1P,8574,2021-01-07,Test
4571,1052,Grade 2,3719,2021-01-27,Training
2917,1052,Grade 2,11694,2021-01-27,Training
3498,1084,Grade 2,7079,2021-01-23,Training
1715,1171,Grade 2,2913,2020-12-04,Training
5139,1052,Grade 2,2173,2021-01-08,Test
2498,1072,Grade 2P,16191,2021-01-21,Training
4888,1098,Grade P1,9043,2020-12-01,Training
1371,1078,Grade B1,4744,2021-01-07,Training
173,1039,Grade 1P,5896,2021-01-14,Training
863,1098,Grade A,3851,2021-01-23,Training
5306,1086,Grade 2,3082,2020-12-01,Test
4920,1078,Grade 1P,15561,2021-01-17,Training
3377,1078,Grade 1,591,2020-12-05,Training
3596,1041,Grade AP,4474,2020-12-31,Training
5874,1171,Grade 1P,2785,2021-01-27,Test
4184,1151,Grade 1,8181,2020-12-31,Training
5527,1072,Grade 2,1123,2020-12-26,Test
1957,1079,Grade 2,17773,2021-01-23,Training
3367,1060,Grade 1,4613,2020-12-05,Training
3954,1060,Grade B1,6131,2021-01-07,Training
3826,1078,Grade 1,8987,2020-12-19,Training
4136,1077,Grade 1P,9184,2020-12-31,Training
2041,1078,Grade 1P,7148,2020-12-03,Training
6267,1151,Grade 1,16453,2020-12-17,Test
6024,1098,Grade 1P,22328,2020-12-03,Test
5191,1099,Grade 1P,8624,2020-12-01,Test
18,1072,Grade 2P,7273,2021-01-03,Training
5077,1078,Grade 2P,5002,2020-12-01,Training
0,1019,Grade 2,15671,2021-01-08,Training
2179,1052,Grade 2,3692,2021-01-08,Training
1361,1030,Grade 1P,11039,2021-01-07,Training
4969,1045,Grade 1P,127,2020-12-24,Training
3926,1060,Grade B1,6131,2021-01-07,Training
2846,1072,,328,2020-12-18,Training
6673,1041,Grade WP,8229,2021-01-04,Test
401,1079,Grade 1,367,2021-01-24,Training
5962,1041,Grade 2,12873,2020-12-15,Test
3168,1078,Grade 1,8888,2020-12-16,Training
4301,1151,Grade 1,1407,2020-12-31,Training
5322,1098,Grade 2,4710,2020-12-17,Test
1817,1171,Grade 2,134,2020-12-04,Training
4306,1151,Grade 1,1407,2020-12-31,Training
4846,1045,Grade B1,8753,2020-12-16,Training
821,1098,Grade A,7204,2021-01-23,Training
1577,1099,Grade B1,12779,2021-01-18,Training
4766,1060,Grade 1,9580,2021-01-09,Training
1805,1171,Grade 2,134,2020-12-04,Training
2285,1099,Grade 1P,8624,2020-12-01,Training
2449,1078,Grade 2P,2767,2020-12-24,Training
6751,1086,Grade 1P,17232,2020-12-16,Test
4466,1171,Grade 2P,18070,2021-01-27,Training
5089,1019,Grade B1,16335,2020-12-23,Training
6625,1000,Grade 1P,18433,2020-12-24,Test
5815,1151,Grade 1,1407,2020-12-31,Test
4438,1171,Grade 1P,2785,2021-01-27,Training
1835,1171,Grade 2,134,2020-12-04,Training
6470,1077,Grade 1P,718,2020-12-25,Test
5592,1098,Grade A,7204,2021-01-23,Test
4674,1041,Grade 2,4014,2020-12-15,Training
6524,1030,Grade 1P,8574,2021-01-07,Test
559,1151,Grade 1P,2720,2020-12-16,Training
1164,1000,Grade 2P,20220,2020-12-01,Training
1218,1084,Grade 2P,8990,2020-12-25,Training
4747,1019,Grade 2,2605,2020-12-15,Training
1330,1030,Grade 1P,8574,2021-01-07,Training
4058,1078,Grade B1,998,2021-01-07,Training
4132,1077,Grade 1P,9184,2020-12-31,Training
705,1079,Grade K1,10954,2021-01-15,Training
2720,1053,Grade B1,5426,2020-12-29,Training
4787,1060,Grade 1,9580,2021-01-09,Training
1852,1041,Grade W1,11882,2020-12-14,Training
6581,1098,Grade AP,6847,2020-12-13,Test
2816,1078,Grade 1P,10010,2021-01-14,Training
1460,1099,Grade B1,8009,2021-01-23,Training
5646,1078,Grade 2P,2449,2020-12-23,Test
4514,1171,Grade 1P,6020,2021-01-27,Training
5176,1052,Grade 2,3692,2021-01-08,Test
871,1098,Grade A,3851,2021-01-23,Training
5144,1052,Grade 2,2173,2021-01-08,Test
1649,1000,Grade 1P,18433,2020-12-24,Training
2145,1052,Grade 2,2173,2021-01-08,Training
4518,1171,Grade 1P,6020,2021-01-27,Training
4539,1171,Grade 1P,6020,2021-01-27,Training
6090,1086,Grade 2,15429,2020-12-01,Test
1495,1098,Grade AP,6847,2020-12-13,Training
6539,1099,Grade 1,2753,2020-12-31,Test
734,1086,Grade 2,7339,2021-01-23,Training
4432,1171,Grade 1P,2785,2021-01-27,Training
784,1098,Grade A,7204,2021-01-23,Training
2640,1086,Grade 2,3082,2020-12-01,Training
1941,1079,Grade 2,17773,2021-01-23,Training
3885,1030,Grade 1P,8574,2021-01-07,Training
3389,1052,Grade 2,2054,2020-12-10,Training
1115,1041,Grade AP,9939,2020-12-31,Training
5481,1078,Grade 1,8888,2020-12-16,Test
6021,1098,Grade 2P,9609,2021-01-21,Test
3054,1078,Grade 1,3974,2021-01-06,Training
2414,1078,Grade 2P,2301,2020-12-24,Training
1190,1077,Grade 1P,718,2020-12-25,Training
2012,1041,Grade B1,5072,2020-12-25,Training
193,1039,Grade 1P,5896,2021-01-14,Training
1520,1098,Grade AP,6847,2020-12-13,Training
5500,1052,Grade 1,6714,2020-12-04,Test
583,1151,Grade 1,16453,2020-12-17,Training
2128,1052,Grade 2,1266,2021-01-08,Training
1434,1098,Grade AP,7732,2021-01-23,Training
776,1084,Grade 2,7079,2021-01-23,Training
2607,1086,Grade 2,3082,2020-12-01,Training
2415,1078,Grade 2P,2301,2020-12-24,Training
6688,1151,,2937,2020-12-01,Test
1851,1041,Grade W1,11882,2020-12-14,Training
131,1086,Grade 1,1709,2020-12-29,Training
178,1039,Grade 1P,5896,2021-01-14,Training
6016,1045,Grade B1,8753,2020-12-16,Test
1816,1171,Grade 2,134,2020-12-04,Training
5221,1072,Grade 2P,7273,2021-01-03,Test
2600,1086,Grade 2,3082,2020-12-01,Training
4410,1171,Grade 1P,2785,2021-01-27,Training
4217,1151,Grade 1,1407,2020-12-31,Training
2672,1060,Grade 1,3335,2021-01-26,Training
4364,1052,Grade B1,3127,2020-12-04,Training
2078,1052,Grade 2,6702,2021-01-08,Training
663,1041,Grade 1,6739,2020-12-10,Training
1901,1151,Grade 2,290,2020-12-01,Training
5205,1072,Grade 2P,7273,2021-01-03,Test
2626,1086,Grade 2,3082,2020-12-01,Training
2226,1052,Grade 2,3692,2021-01-08,Training
6390,1098,Grade A,3851,2021-01-23,Test
2399,1151,Grade 2,3907,2021-01-11,Training
1452,1098,Grade AP,7732,2021-01-23,Training
347,1079,Grade 2,7451,2021-01-27,Training
3428,1041,Grade 2,1446,2020-12-10,Training
4304,1151,Grade 1,1407,2020-12-31,Training
5936,1058,Grade 2,3357,2021-01-27,Test
2547,1098,Grade P1,1839,2020-12-07,Training
732,1086,Grade 2,7339,2021-01-23,Training
5299,1086,Grade 2,3082,2020-12-01,Test
981,1151,Grade KP,3405,2021-01-04,Training
3827,1079,Grade 1,6714,2020-12-19,Training
4640,1058,Grade 2,3357,2021-01-27,Training
1933,1079,Grade 2,1494,2021-01-23,Training
6523,1030,Grade 1P,8574,2021-01-07,Test
4358,1052,Grade B1,3127,2020-12-04,Training
6577,1098,Grade AP,6847,2020-12-13,Test
6485,1151,Grade 2P,18371,2020-12-23,Test
1304,1030,Grade 1P,8574,2021-01-07,Training
4652,1058,Grade 2,3357,2021-01-27,Training
6203,1079,Grade 1,367,2021-01-24,Test
665,1041,Grade 1,6739,2020-12-10,Training
1795,1171,Grade 2,134,2020-12-04,Training
1497,1098,Grade AP,6847,2020-12-13,Training
5960,1041,Grade 2,1300,2020-12-15,Test
498,1098,Grade 2,1745,2021-01-20,Training
3849,1030,Grade 1P,8574,2021-01-07,Training
4697,1041,Grade 2,1300,2020-12-15,Training
6418,1151,Grade KP,3405,2021-01-04,Test
6274,1151,Grade 1P,660,2020-12-17,Test
6219,1000,Grade 1,9759,2021-01-13,Test
6383,1098,Grade A,3851,2021-01-23,Test
1090,1084,Grade 1P,5985,2021-01-13,Training
6372,1098,Grade A,3851,2021-01-23,Test
5731,1060,Grade B1,6131,2021-01-07,Test
699,1079,Grade K1,10954,2021-01-15,Training
1283,1030,Grade 1P,5283,2021-01-07,Training
3254,1052,Grade 1,5034,2020-12-26,Training
6711,1079,Grade 2,17773,2021-01-23,Test
1626,1000,Grade 1P,14536,2020-12-24,Training
2581,1086,Grade 2,3082,2020-12-01,Training
5594,1098,Grade A,7204,2021-01-23,Test
5971,1041,Grade 2,7713,2020-12-15,Test
67,1086,Grade 2,15429,2020-12-01,Training
1736,1171,Grade 2,9346,2020-12-04,Training
4650,1058,Grade 2,3357,2021-01-27,Training
2274,1099,Grade 1P,8624,2020-12-01,Training
4703,1041,Grade 2,1300,2020-12-15,Training
6184,1079,Grade B1,1696,2020-12-29,Test
5302,1086,Grade 2,3082,2020-12-01,Test
825,1098,Grade A,7204,2021-01-23,Training
1231,1151,Grade 2P,18371,2020-12-23,Training
1682,1045,Grade 1P,984,2020-12-24,Training
5820,1151,Grade 1,1407,2020-12-31,Test
2887,1052,,685,2021-01-01,Training
3503,1084,Grade 2,7079,2021-01-23,Training
4873,1098,Grade 1P,6267,2021-01-21,Training
2387,1151,Grade 2,10249,2021-01-11,Training
3760,1078,Grade 2P,2363,2020-12-23,Training
4451,1171,Grade 2P,18070,2021-01-27,Training
2532,1052,Grade 1,6078,2020-12-18,Training
5223,1072,Grade 2P,7273,2021-01-03,Test
2743,1053,Grade W1P,17860,2020-12-29,Training
6004,1060,Grade 1,1245,2021-01-02,Test
5740,1078,,13081,2021-01-07,Test
4935,1045,Grade 1P,5439,2020-12-24,Training
1148,1000,Grade 2P,891,2020-12-01,Training
402,1079,Grade 1,367,2021-01-24,Training
6224,1000,Grade 1,1294,2021-01-13,Test
4280,1151,Grade 1,1407,2020-12-31,Training
791,1098,Grade A,7204,2021-01-23,Training
5778,1077,Grade 1P,9184,2020-12-31,Test
5440,1099,Grade 1,4920,2021-01-06,Test
1403,1041,Grade 2,12873,2020-12-15,Training
1664,1000,Grade 1P,18433,2020-12-24,Training
4112,1030,Grade B1,8796,2020-12-31,Training
4849,1045,Grade B1,8753,2020-12-16,Training
3190,1078,Grade 1,16361,2020-12-16,Training
3454,1151,Grade K1,3686,2021-01-15,Training
2225,1052,Grade 2,3692,2021-01-08,Training
984,1151,Grade KP,3405,2021-01-04,Training
2351,1072,Grade 2P,7273,2021-01-03,Training
1303,1030,Grade 1P,8574,2021-01-07,Training
4569,1052,Grade 2,3719,2021-01-27,Training
4406,1171,Grade 1P,2785,2021-01-27,Training
5589,1084,Grade 2,7079,2021-01-23,Test
82,1086,Grade 2,15429,2020-12-01,Training
5121,1052,Grade 2,6702,2021-01-08,Test
4225,1151,Grade 1,1407,2020-12-31,Training
5262,1072,Grade 2P,10809,2021-01-21,Test
5404,1045,Grade 1,1500,2021-01-15,Test
5298,1086,Grade 2,3082,2020-12-01,Test
6633,1000,Grade 1P,18433,2020-12-24,Test
2923,1045,Grade 2,11694,2021-01-27,Training
428,1079,Grade 2,5605,2021-01-13,Training
5835,1151,Grade 1,1407,2020-12-31,Test
1909,1151,Grade 2,6430,2020-12-01,Training
6124,1000,Grade 1P,4436,2021-01-23,Test
1535,1098,Grade AP,17636,2020-12-13,Training
6438,1151,Grade 1P,10614,2021-01-13,Test
1570,1099,Grade B1,3727,2021-01-18,Training
4938,1045,Grade 1P,5439,2020-12-24,Training
2769,1099,,6335,2020-12-17,Training
844,1098,Grade A,3851,2021-01-23,Training
505,1151,Grade 1,1040,2021-01-08,Training
4041,1078,Grade B1,4744,2021-01-07,Training
141,1053,Grade B1,1786,2020-12-29,Training
5572,1041,Grade 2,4733,2020-12-24,Test
2625,1086,Grade 2,3082,2020-12-01,Training
5554,1052,Grade 2,15521,2020-12-10,Test
